0.17 0.22 0.26 0.31 0.36 0.4 4
0.22 0.26 0.31 0.36 0.4 0.45 4
0.26 0.31 0.36 0.4 0.45 0.49 4
0.31 0.36 0.4 0.45 0.49 0.54 4
0.36 0.4 0.45 0.49 0.54 0.58 4
0.4 0.45 0.49 0.54 0.58 0.62 4
0.45 0.49 0.54 0.58 0.62 0.66 4
0.49 0.54 0.58 0.62 0.66 0.69 4
0.54 0.58 0.62 0.66 0.69 0.73 4
0.58 0.62 0.66 0.69 0.73 0.76 4
0.62 0.66 0.69 0.73 0.76 0.79 4
0.66 0.69 0.73 0.76 0.79 0.82 4
0.69 0.73 0.76 0.79 0.82 0.85 4
0.73 0.76 0.79 0.82 0.85 0.88 4
0.76 0.79 0.82 0.85 0.88 0.9 4
0.79 0.82 0.85 0.88 0.9 0.92 4
0.82 0.85 0.88 0.9 0.92 0.94 4
0.85 0.88 0.9 0.92 0.94 0.95 4
0.88 0.9 0.92 0.94 0.95 0.97 4
0.9 0.92 0.94 0.95 0.97 0.98 4
0.92 0.94 0.95 0.97 0.98 0.99 4
0.94 0.95 0.97 0.98 0.99 0.99 4
0.95 0.97 0.98 0.99 0.99 1 4
0.97 0.98 0.99 0.99 1 1 4
0.98 0.99 0.99 1 1 1 4
0.99 0.99 1 1 1 1 4
0.99 1 1 1 1 0.99 4
1 1 1 1 0.99 0.98 4
1 1 1 0.99 0.98 0.97 4
1 1 0.99 0.98 0.97 0.96 4
1 0.99 0.98 0.97 0.96 0.94 4
0.99 0.98 0.97 0.96 0.94 0.92 4
0.98 0.97 0.96 0.94 0.92 0.9 4
0.97 0.96 0.94 0.92 0.9 0.88 4
0.96 0.94 0.92 0.9 0.88 0.85 4
0.94 0.92 0.9 0.88 0.85 0.83 4
0.92 0.9 0.88 0.85 0.83 0.8 4
0.9 0.88 0.85 0.83 0.8 0.77 4
0.88 0.85 0.83 0.8 0.77 0.73 4
0.85 0.83 0.8 0.77 0.73 0.7 4
0.83 0.8 0.77 0.73 0.7 0.66 4
0.8 0.77 0.73 0.7 0.66 0.62 4
0.77 0.73 0.7 0.66 0.62 0.58 4
0.73 0.7 0.66 0.62 0.58 0.54 4
0.7 0.66 0.62 0.58 0.54 0.5 4
0.66 0.62 0.58 0.54 0.5 0.46 4
0.62 0.58 0.54 0.5 0.46 0.41 4
0.58 0.54 0.5 0.46 0.41 0.37 4
0.54 0.5 0.46 0.41 0.37 0.32 4
0.5 0.46 0.41 0.37 0.32 0.27 4
0.46 0.41 0.37 0.32 0.27 0.22 4
0.41 0.37 0.32 0.27 0.22 0.17 4
0.37 0.32 0.27 0.22 0.17 0.12 4
0.32 0.27 0.22 0.17 0.12 0.07 4
0.27 0.22 0.17 0.12 0.07 0.02 4
0.22 0.17 0.12 0.07 0.02 -0.03 4
0.17 0.12 0.07 0.02 -0.03 -0.08 4
0.12 0.07 0.02 -0.03 -0.08 -0.12 4
0.07 0.02 -0.03 -0.08 -0.12 -0.17 4
0.02 -0.03 -0.08 -0.12 -0.17 -0.22 4
-0.03 -0.08 -0.12 -0.17 -0.22 -0.27 4
-0.08 -0.12 -0.17 -0.22 -0.27 -0.32 4
-0.12 -0.17 -0.22 -0.27 -0.32 -0.37 4
-0.17 -0.22 -0.27 -0.32 -0.37 -0.41 4
-0.22 -0.27 -0.32 -0.37 -0.41 -0.46 4
-0.27 -0.32 -0.37 -0.41 -0.46 -0.5 4
